no_of_samples,model,loss,max_iterations,tpr,tnr,f1,precision,recall,accuracy,elapsed_time, no_of_samples
0,SGDClassifier,log_loss,1,0.9514229636898921,0.056499644828151466,0.7937304750619413,0.6808789827751903,0.9514229636898921,0.6642056713957526,457.9226064682007, 28589
