no_of_samples,model,loss,max_iterations,tpr,tnr,f1,accuracy,precision,recall
0,SGDClassifier,log_loss,1,0.9903147699757869,0.016791044776119403,0.8820357990079793,0.7896962706651288,0.7951010886469674,0.9903147699757869
