no_of_samples,model,loss,max_iterations,tpr,tnr,f1,precision,recall,accuracy, no_of_samples
0,SGDClassifier,log_loss,1,0.8875640623365757,0.1462987297415681,0.8487697539507901,0.8132247244849066,0.8875640623365757,0.7446808510638298, 200
