Epoch,Train_Accuracy,Val_Accuracy,img_sequence_window_size,stride,Learning_Rate,Reshuffle,Dropout1,Dropout2,Dropout3,Dropout4,Regularization_Constant,Batch_Size,dense_neurons1,dense_neurons2,no_of_samples,epochs,vgg_layers,other_param,no_of_nonslip_data,slip_instant_labels,max_labels,tp,tn,fp,fn,tpr,fnr,f1
1,0.0,0.0,8,1,3e-05,False,0.5,0.5,0.5,0.5,0.001,4,64,8,5584,40,19,additional cnn + global average,200,0.0002,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6997421383857727,0.6676082015037537,8,1,3e-05,False,0.5,0.5,0.5,0.5,0.001,4,64,8,5584,40,19,additional cnn + global average,200,0.0002,0.02,1.3323091268539429,1.4666510820388794,0.5333428978919983,0.6676848530769348,0.666156568581266,0.333843431418734,0.6997421584712865
2,0.8074825406074524,0.6451089382171631,8,1,3e-05,False,0.5,0.5,0.5,0.5,0.001,4,64,8,5584,40,19,additional cnn + global average,200,0.0002,0.02,1.4381296634674072,1.7917909622192383,0.20820306241512299,0.5618643760681152,0.7190669747202835,0.2809330252797165,0.8074825659153435
3,0.8590498566627502,0.6247037649154663,8,1,3e-05,False,0.5,0.5,0.5,0.5,0.001,4,64,8,5584,40,19,additional cnn + global average,200,0.0002,0.02,1.6471891403198242,1.7889999151229858,0.21099412441253662,0.35280483961105347,0.8235970492154947,0.1764029507845053,0.859049836829561
