Epoch,Train_Accuracy,Val_Accuracy,img_sequence_window_size,stride,Learning_Rate,Reshuffle,Dropout1,Dropout2,Dropout3,Dropout4,Regularization_Constant,Batch_Size,dense_neurons1,dense_neurons2,no_of_samples,epochs,vgg_layers,other_param,no_of_nonslip_data,slip_instant_labels,max_labels,min_trim_value,tp,tn,fp,fn,tpr,fnr,f1
1,0.0,0.0,8,1,1e-05,False,0.5,0.5,0.5,0.5,0.001,4,64,8,50,40,19,additional cnn + global average,2000,0.0003,0.02,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.5197368264198303,0.5671296119689941,8,1,1e-05,False,0.5,0.5,0.5,0.5,0.001,4,64,8,50,40,19,additional cnn + global average,2000,0.0003,0.02,7e-06,1.3862229585647583,0.6927244663238525,1.3072755336761475,0.6137771010398865,0.6931114586260481,0.306888541373952,0.5197368484774701
