Epoch,Train_Accuracy,Val_Accuracy,img_sequence_window_size,stride,Learning_Rate,Reshuffle,Dropout1,Dropout2,Dropout3,Dropout4,Regularization_Constant,Batch_Size,dense_neurons1,dense_neurons2,no_of_samples,epochs,vgg_layers,other_param,no_of_nonslip_data,slip_instant_labels,max_labels,tp,tn,fp,fn,tpr,fnr,f1
1,0.0,0.0,8,1,3e-05,False,0.5,0.5,0.5,0.5,0.001,4,64,8,3720,40,19,additional cnn + global average,200,0.0002,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.678741991519928,0.6146964430809021,8,1,3e-05,False,0.5,0.5,0.5,0.5,0.001,4,64,8,3720,40,19,additional cnn + global average,200,0.0002,0.02,1.1498514413833618,1.5651166439056396,0.43488332629203796,0.850148618221283,0.5749257035575598,0.42507429644244027,0.6787420162652282
2,0.8042594194412231,0.6078446507453918,8,1,3e-05,False,0.5,0.5,0.5,0.5,0.001,4,64,8,3720,40,19,additional cnn + global average,200,0.0002,0.02,1.3730213642120361,1.8440163135528564,0.15598373115062714,0.6269786357879639,0.6865106821060181,0.31348931789398193,0.8042594104529238
