Epoch,Train_Accuracy,Val_Accuracy,img_sequence_window_size,stride,Learning_Rate,Reshuffle,Dropout1,Dropout2,Dropout3,Dropout4,Regularization_Constant,Batch_Size,dense_neurons1,dense_neurons2,no_of_samples,epochs,vgg_layers,other_param,no_of_nonslip_data,slip_instant_labels,max_labels,min_trim_value,tp,tn,fp,fn,tpr,fnr,f1,elapsed_time
1,0.0,0.0,8,1,5e-05,False,0.5,0.5,0.5,0.5,0.001,4,64,8,28589,40,19,additional cnn + global average,2000,0.0003,0.02,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.28284120559692
1,0.6056700944900513,0.5,8,1,5e-05,False,0.5,0.5,0.5,0.5,0.001,4,64,8,28589,40,19,additional cnn + global average,2000,0.0003,0.02,7e-06,1.3917526006698608,1.0309277772903442,0.969072163105011,0.6082473993301392,0.6958763003349304,0.3041236996650696,0.6056701035152391,167.73948907852173
2,0.719072163105011,0.5,8,1,5e-05,False,0.5,0.5,0.5,0.5,0.001,4,64,8,28589,40,19,additional cnn + global average,2000,0.0003,0.02,7e-06,1.5670102834701538,1.3092783689498901,0.6907216310501099,0.4329896867275238,0.7835051534102135,0.21649484658978652,0.7190721684625161,190.50484251976013
