Epoch,Train_Accuracy,Val_Accuracy,img_sequence_window_size,stride,Learning_Rate,Reshuffle,Dropout1,Dropout2,Dropout3,Dropout4,Regularization_Constant,Batch_Size,dense_neurons1,dense_neurons2,no_of_samples,epochs,vgg_layers,other_param,no_of_nonslip_data,slip_instant_labels,max_labels,min_trim_value,tp,tn,fp,fn,tpr,fnr,f1,elapsed_time
1,0.0,0.0,8,1,3e-05,False,0.5,0.5,0.5,0.5,0.001,2,64,8,28589,40,19,additional cnn + global average,2000,0.0003,0.02,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5465734004974365
1,0.5206185579299927,0.5092592835426331,8,1,3e-05,False,0.5,0.5,0.5,0.5,0.001,2,64,8,28589,40,19,additional cnn + global average,2000,0.0003,0.02,7e-06,0.3479381501674652,0.6932989954948425,0.30670103430747986,0.6520618796348572,0.3479381397981006,0.6520618602018994,0.5206185573155118,38.29035758972168
