Epoch,Train_Accuracy,Val_Accuracy,img_sequence_window_size,stride,Learning_Rate,Reshuffle,Dropout1,Dropout2,Dropout3,Dropout4,Regularization_Constant,Batch_Size,dense_neurons1,dense_neurons2,no_of_samples,epochs,vgg_layers,other_param,no_of_nonslip_data,slip_instant_labels,max_labels,min_trim_value,tp,tn,fp,fn,tpr,fnr,f1,elapsed_time
1,0.0,0.0,8,1,3e-05,False,0.5,0.5,0.5,0.5,0.001,2,64,8,28589,40,19,additional cnn + global average,2000,0.0003,0.02,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5567429065704346
1,0.5335051417350769,0.5011574029922485,8,1,3e-05,False,0.5,0.5,0.5,0.5,0.001,2,64,8,28589,40,19,additional cnn + global average,2000,0.0003,0.02,7e-06,0.4639175236225128,0.6030927896499634,0.3969072103500366,0.5360824465751648,0.4639175374483328,0.5360824625516671,0.5335051645860845,37.324923276901245
