Epoch,Train_Accuracy,Val_Accuracy,img_sequence_window_size,stride,Learning_Rate,Reshuffle,Dropout1,Dropout2,Dropout3,Dropout4,Regularization_Constant,Batch_Size,dense_neurons1,dense_neurons2,no_of_samples,epochs,vgg_layers,other_param,no_of_nonslip_data,slip_instant_labels,max_labels,min_trim_value,tp,tn,fp,fn,tpr,fnr,f1,elapsed_time
1,0.0,0.0,8,1,3e-05,False,0.5,0.5,0.5,0.5,0.001,8,64,8,28589,40,19,additional cnn + global average,2000,0.0003,0.02,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.45725750923157
1,0.7842856049537659,0.6933179497718811,8,1,3e-05,False,0.5,0.5,0.5,0.5,0.001,8,64,8,28589,40,19,additional cnn + global average,2000,0.0003,0.02,7e-06,2.845259666442871,3.429011821746826,0.5709797143936157,1.1547317504882812,0.7113164429302183,0.2886835570697817,0.7842856072312867,74521.02137565613
